words,00s,10s,20s,50s,60s,70s,80s,90s
slide,1,0,2,1,0,3,1,2
sliding,1,0,1,0,1,1,0,1
slight,1,1,0,0,0,1,0,0
slightest,1,0,1,0,0,1,0,0
slightly,1,0,2,0,0,2,0,0
slim,0,1,2,0,0,1,0,0
slime,0,0,3,0,0,1,0,0
slimeball,0,0,1,0,0,0,0,0
slimeblowers,0,0,1,0,0,0,0,0
slimed,0,0,1,0,0,0,0,0
slimer,0,0,1,0,0,0,0,0
sling,0,0,1,0,0,0,0,0
slinks,0,0,1,0,0,0,0,0
slip,1,1,1,0,2,2,0,0
slipknot,0,0,0,0,0,0,1,0
slipped,1,0,0,0,1,1,0,0
slippery,0,0,1,0,0,0,0,0
slippin,1,0,0,0,0,1,0,0
slipping,1,0,0,0,1,0,1,1
slippy,0,0,0,0,0,0,0,1
slittin,0,0,0,0,0,0,0,1
sliver,0,1,0,0,0,0,0,0
sloan,0,0,1,0,0,0,0,0
slob,0,0,0,0,0,0,0,1
slobber,0,0,1,0,0,0,0,0
slobbering,0,0,0,0,0,1,0,0
sloblands,0,0,0,0,0,1,0,0
slogan,0,0,0,0,0,1,0,0
slope,1,0,0,0,0,1,0,0
sloping,1,0,0,0,0,0,0,0
sloppy,0,0,0,0,1,0,0,0
slot,0,0,1,0,0,0,0,0
sloth,0,0,0,0,0,1,0,0
slovenly,1,0,0,0,0,0,0,0
slow,6,0,2,0,1,6,3,1
slowed,0,0,0,0,0,1,0,0
slower,1,0,0,0,0,1,0,0
slowhand,0,0,1,0,0,0,0,0
slowin,0,0,0,0,0,1,0,0
slowly,1,2,3,0,3,4,1,3
slowness,1,0,0,0,0,0,0,0
slows,0,0,0,0,1,0,0,0
slowwitted,0,0,1,0,0,0,0,0
slugger,0,0,1,0,0,0,0,0
sluggish,0,0,0,0,0,1,0,0
sluice,0,0,0,0,0,0,0,1
slum,0,0,0,0,0,1,0,0
slumber,1,0,0,0,0,0,0,0
slumbering,1,0,0,0,0,0,0,0
slumbrous,0,0,0,0,0,1,0,0
slump,0,0,1,0,0,0,0,0
slung,1,0,0,0,0,1,0,0
slurping,0,0,1,0,0,0,0,0
slut,0,0,0,0,0,0,0,1
sly,0,0,1,0,0,1,0,1
slyly,0,0,0,0,0,1,0,0
smack,1,0,1,0,0,1,0,1
smacked,0,1,0,0,0,0,0,0
smackeroo,0,0,1,0,0,0,0,0
smacking,0,0,0,0,0,1,0,0
smaiier,0,0,0,0,0,0,0,1
small,2,1,5,0,3,3,0,3
smaller,1,0,0,0,0,0,0,0
smallest,1,0,0,0,0,0,0,0
smalltown,1,0,0,0,0,0,0,0
smart,2,0,1,0,0,1,1,2
smarter,1,0,1,0,0,0,0,0
smartest,1,0,0,0,0,0,0,0
smartness,1,0,0,0,0,0,0,0
smartphones,0,1,0,0,0,0,0,0
smash,0,1,2,0,0,0,0,0
smashed,0,1,0,0,0,0,0,0
smashing,0,0,2,0,0,0,0,1
smear,0,0,0,0,0,2,0,0
smeared,1,1,0,0,0,0,0,0
smearing,0,0,0,0,0,1,0,0
smeii,0,0,0,0,0,0,0,1
smeit,0,0,0,0,0,0,0,1
smell,4,1,3,0,2,3,2,4
smelled,0,0,1,0,0,0,0,0
smelling,0,0,0,0,0,1,0,0
smelly,0,0,1,0,0,0,0,0
smelt,1,0,0,0,0,1,0,0
smerz,0,0,1,0,0,0,0,0
smile,4,1,3,0,10,16,3,3
smiled,2,0,0,0,1,4,1,0
smiler,0,0,0,0,0,1,0,0
smiling,1,0,1,0,0,3,1,1
smilingly,1,0,0,0,0,0,0,0
smite,1,0,0,0,0,0,0,0
smith,0,0,2,0,0,0,0,1
smithy,0,0,0,0,0,1,0,0
smitten,1,0,0,0,0,0,0,0
smoke,3,0,3,0,3,7,1,1
smoked,1,0,0,0,0,1,0,0
smokepurpp,0,0,1,0,0,0,0,0
smoker,0,0,0,0,0,1,0,0
smokey,0,0,1,0,0,0,0,0
smokin,0,0,1,0,0,0,0,0
smoking,1,1,1,0,1,0,2,1
smoky,2,0,1,0,0,2,0,0
smook,0,0,1,0,0,0,0,0
smooky,0,0,1,0,0,0,0,0
smookys,0,0,1,0,0,0,0,0
smooth,1,0,2,0,0,2,1,0
smoothed,1,0,0,0,0,0,0,0
smoothing,0,0,1,0,0,0,0,0
smote,1,0,0,0,0,1,0,0
smothered,1,0,0,0,0,0,0,0
smothering,1,0,0,0,0,0,0,0
smouldered,0,0,0,0,0,1,0,0
smouldering,1,0,0,0,0,0,0,0
smug,1,0,0,0,0,0,0,0
snack,0,0,1,0,0,0,0,0
snag,0,0,0,0,0,1,0,0
snagged,0,0,1,0,0,0,0,0
snail,0,0,1,0,0,0,0,0
snake,0,0,1,0,1,2,2,1
snap,0,1,1,0,0,1,0,0
snapping,0,0,1,0,0,0,0,0
snarling,0,0,1,0,0,0,0,0
snatch,1,0,2,0,0,1,0,0
snatched,0,0,1,0,0,1,0,0
sneak,0,1,2,0,0,0,0,0
sneaker,0,1,0,0,0,0,0,0
sneakerwearing,0,0,1,0,0,0,0,0
sneakin,0,0,0,0,1,0,0,0
sneer,1,0,1,0,0,0,0,0
sneerer,0,0,0,0,0,1,0,0
sneering,0,0,0,0,0,1,0,0
sneeze,1,0,0,0,0,0,0,0
sneezing,1,0,0,0,0,0,0,0
snell,0,0,1,0,0,0,0,0
sniff,1,1,1,0,0,0,0,0
snob,1,0,0,0,0,0,0,0
snobbery,1,0,0,0,0,0,0,0
snobbicules,1,0,0,0,0,0,0,0
snobbish,1,0,0,0,0,0,0,0
snobbishness,1,0,0,0,0,0,0,0
snoop,0,0,1,0,0,0,0,0
snort,0,0,1,0,0,1,0,1
snot,0,0,0,0,0,1,0,0
snouted,1,0,0,0,0,0,0,0
snoutish,0,0,0,0,0,1,0,0
snow,3,1,2,0,0,2,0,1
snowstorm,1,0,0,0,0,0,0,0
snowsuit,0,0,1,0,0,0,0,0
snowwhite,1,0,0,0,0,0,0,0
snowy,1,1,0,0,0,0,0,0
snubnosed,0,0,1,0,0,0,0,0
snuff,0,0,0,0,0,0,0,1
snuggling,0,0,2,0,0,0,0,0
so,6,1,11,0,2,7,1,7
soak,0,0,0,0,0,0,0,1
soaked,1,1,0,0,0,0,0,1
soaking,0,1,0,0,0,0,0,0
soandso,1,0,0,0,0,0,0,0
soap,1,0,1,0,0,0,0,0
soapbox,1,0,0,0,0,0,0,0
soapy,0,0,1,0,0,0,0,0
soar,0,1,0,0,0,0,0,0
soaring,0,0,0,0,0,2,0,0
sob,1,1,1,0,0,2,0,0
sobbed,1,0,0,0,0,0,0,0
sobbing,1,0,0,0,0,1,0,0
sober,0,0,2,0,0,0,0,1
soberly,0,0,1,0,0,0,0,0
sobriety,1,0,0,0,0,0,0,0
socalled,1,0,0,0,0,0,0,0
soccer,0,0,1,0,0,0,0,0
sociable,2,0,0,0,0,0,0,0
social,1,1,3,0,0,2,0,0
socialise,0,0,1,0,0,0,0,0
socialism,0,0,0,0,0,1,0,0
socialist,1,0,0,0,0,0,0,0
sociality,0,0,1,0,0,0,0,0
society,3,1,3,0,0,2,1,0
sociopath,0,1,0,0,0,0,0,0
sock,0,1,1,0,1,0,0,0
socket,1,1,0,0,0,1,0,0
socrates,0,0,2,0,0,0,0,0
sod,0,0,0,0,0,1,0,0
soda,0,0,1,0,1,0,0,0
sodality,0,0,0,0,0,1,0,0
sodomy,0,0,1,0,0,0,0,1
soduh,0,0,1,0,0,0,0,0
sofa,1,0,2,0,0,1,0,0
sofasize,0,0,1,0,0,0,0,0
sofi,0,0,1,0,0,0,0,0
sofia,0,0,1,0,0,0,0,0
soforo,0,0,0,0,0,0,0,1
soft,4,1,2,0,1,4,1,2
soften,0,0,1,0,0,0,0,0
softened,1,0,0,0,0,0,0,0
softening,1,0,0,0,0,0,0,0
softens,0,1,0,0,0,0,0,0
softer,0,0,0,0,0,1,0,0
softly,2,1,1,0,2,3,0,0
softness,1,0,0,0,0,1,0,0
soho,0,0,0,0,1,3,0,0
soid,0,0,0,0,0,0,0,1
soil,1,0,1,0,0,0,0,0
soiling,1,0,0,0,0,0,0,0
soir,0,0,0,0,0,0,0,1
soirlà,0,0,0,0,0,1,0,0
sol,0,1,0,0,0,1,0,0
sola,0,0,1,0,0,0,0,0
solar,1,0,2,0,0,0,0,0
solarsuns,0,0,1,0,0,0,0,0
sold,0,2,1,0,0,4,0,2
soldier,3,0,1,0,0,2,1,0
soldiers,1,0,0,0,0,0,0,0
sole,1,0,2,0,0,1,0,1
soleil,0,0,1,0,0,0,0,1
solely,1,0,1,0,0,0,0,0
solemn,1,0,0,0,0,0,0,0
solemnise,1,0,0,0,0,0,0,0
solemnity,1,0,0,0,0,0,0,0
solemnly,0,0,0,0,0,1,0,0
soliciting,1,0,0,0,0,0,0,0
solicitors,1,0,0,0,0,0,0,0
solicitude,1,0,0,0,0,0,0,0
solid,2,0,1,0,0,2,0,0
solidarity,1,0,0,0,0,0,0,1
solide,0,0,0,0,0,0,0,1
solidity,1,0,1,0,0,0,0,0
soliloquy,1,0,0,0,0,0,0,0
solitaire,0,0,1,0,0,0,0,0
solitary,1,0,0,0,0,0,0,0
solitude,1,0,0,0,0,0,1,1
soloist,0,1,0,0,0,0,0,0
solomon,1,0,1,0,0,0,0,0
solsbury,0,0,0,0,0,1,0,0
solstice,0,0,0,0,0,0,0,1
solution,0,0,1,0,0,2,1,1
solve,1,0,1,0,0,1,0,0
solved,0,0,1,0,0,0,0,0
solveig,0,0,0,0,0,0,1,0
sombre,1,0,0,0,0,1,0,0
some,2,1,2,0,0,0,2,0
somea,0,0,0,0,1,0,0,0
somebody,6,1,3,0,6,7,1,9
someday,0,1,0,1,0,5,1,3
somehow,3,0,2,0,1,3,1,1
someone,9,4,4,0,7,10,1,11
someplace,0,0,0,0,0,1,0,0
somersault,0,1,1,0,0,0,0,0
somethin,1,0,1,0,1,1,0,1
something,15,3,5,0,7,20,7,17
somethinganything,0,0,1,0,0,0,0,0
somethings,0,0,1,0,0,0,0,3
sometime,0,1,0,0,1,0,1,1
sometimes,7,2,2,0,6,6,4,7
somewhat,1,0,1,0,0,2,0,0
somewhen,0,0,1,0,0,0,0,0
somewhere,6,2,4,0,3,4,2,2
somnolence,1,0,0,0,0,0,0,0
somnolent,0,0,0,0,0,1,0,0
somthings,0,0,1,0,0,0,0,0
son,3,1,4,0,5,6,3,8
sonder,0,0,1,0,0,0,0,0
song,9,1,4,0,8,17,5,4
songbird,1,0,0,0,0,1,0,0
sonic,0,0,1,0,0,0,0,0
sonnet,1,0,0,0,0,0,0,0
sonny,0,0,1,0,0,0,0,0
sonofabitch,0,0,1,0,0,1,0,0
sonorous,1,0,0,0,0,0,0,0
sonorously,0,0,0,0,0,1,0,0
sonta,0,0,1,0,0,0,0,0
sony,0,0,1,0,0,0,0,0
soon,5,0,3,0,1,10,5,1
sooner,2,0,1,0,0,0,1,1
soot,0,0,0,0,1,0,0,0
soothe,1,0,0,0,0,0,0,0
soothed,1,0,0,0,0,1,0,0
soothes,0,0,0,0,0,1,0,0
soothing,0,0,0,0,0,1,0,0
soothsayer,0,0,0,0,0,0,0,1
sooty,0,0,1,0,0,0,0,0
sop,1,0,0,0,0,0,0,0
sophia,0,0,0,0,0,0,0,1
sophie,0,0,1,0,0,0,0,0
sophies,0,0,1,0,0,0,0,0
sophisticated,0,0,0,0,0,0,0,1
sophistry,0,0,0,0,0,1,0,0
soporific,1,0,0,0,0,0,0,0
sopping,0,0,1,0,0,0,0,0
soran,0,0,0,0,0,0,0,1
sorcerer,1,0,0,0,0,0,0,0
sorceress,1,0,0,0,0,0,0,0
sorcery,1,0,0,0,0,0,0,0
sordid,1,0,0,0,0,0,1,0
sore,0,0,1,0,0,0,0,1
sorrow,2,0,2,0,0,1,1,1
sorrowful,1,0,1,0,0,1,0,0
sorrowfully,1,0,0,0,0,0,0,0
sorry,2,1,4,0,1,2,1,3
sort,2,1,3,0,0,2,0,1
sorta,0,0,1,0,0,0,0,0
sorted,0,0,0,0,0,2,0,0
sorting,1,0,0,0,0,0,0,0
sosa,0,0,1,0,0,0,0,0
sosamann,0,0,1,0,0,0,0,0
soso,0,0,0,0,0,0,0,1
sot,0,0,1,0,0,0,0,0
sou,0,0,0,0,0,0,0,1
soucy,0,0,0,0,0,0,0,1
souf6,0,0,1,0,0,0,0,0
sought,1,0,1,0,0,1,0,0
soui,0,0,0,0,0,0,0,1
souifui,0,0,0,0,0,0,0,1
soul,6,0,9,0,3,15,2,8
soulmate,0,0,1,0,0,0,0,0
souls,1,0,2,0,0,0,0,0
sound,7,2,5,0,7,17,6,4
sounded,1,0,1,0,0,0,0,0
soundgarden,0,0,1,0,0,0,1,0
sounding,1,0,2,0,0,1,0,0
soundless,1,1,0,0,0,0,0,0
soundness,1,0,0,0,0,0,0,0
sounds,0,0,1,0,0,0,0,0
soundtrack,0,0,1,0,0,0,0,0
soup,1,0,0,0,0,1,0,0
souped,0,0,0,0,0,0,0,1
sour,0,1,0,0,0,1,0,0
source,1,0,2,0,0,0,0,0
sourcers,0,0,1,0,0,0,0,0
soured,1,0,0,0,0,0,0,0
sourees,1,0,0,0,0,0,0,0
sourlooking,0,0,1,0,0,0,0,0
sourly,1,0,0,0,0,1,0,0
soutane,0,0,0,0,0,1,0,0
south,2,0,2,0,1,4,0,0
southcountry,1,0,0,0,0,0,0,0
southern,1,0,2,0,0,2,0,3
southerner,1,0,0,0,0,0,0,0
southernplayalisticadillacmuzik,0,0,1,0,0,0,0,0
southland,0,0,0,0,0,1,0,0
southward,0,0,0,0,0,1,0,0
souvenir,0,0,0,0,0,0,0,2
souverains,1,0,0,0,0,0,0,0
sovereign,1,0,0,0,0,0,0,0
sow,1,0,1,0,0,1,0,0
sowing,0,0,0,0,0,1,0,0
sown,1,0,1,0,0,1,0,0
soy,0,0,0,0,0,0,0,1
space,4,1,3,0,1,7,1,2
spacebomb,0,0,1,0,0,0,0,0
spacecraft,0,0,1,0,0,0,0,0
spaced,0,0,0,0,0,1,0,0
spaceman,0,0,0,0,0,0,0,1
spaceout,0,0,1,0,0,0,0,0
spaceship,2,0,0,0,1,0,0,0
spacious,1,0,0,0,0,0,0,0
spade,0,0,1,0,0,0,1,0
spain,1,0,1,0,0,1,0,0
span,0,0,0,0,0,1,0,0
spangle,1,0,0,0,0,0,0,0
spangled,1,0,0,0,1,0,0,0
spaniel,0,0,1,0,0,0,0,0
spanish,0,0,0,0,0,2,0,1
spanking,1,0,0,0,0,0,0,0
spare,1,0,1,0,0,4,1,2
sparing,1,0,0,0,0,0,0,0
spark,1,0,4,0,0,3,1,0
sparked,0,0,0,0,0,1,0,0
sparking,0,0,1,0,0,0,0,0
sparkle,2,0,0,0,0,1,0,0
sparkled,1,0,0,0,0,0,0,0
sparkling,1,0,0,0,0,0,0,0
sparrow,0,0,0,0,1,0,0,0
spartan,0,1,0,0,0,0,0,0
spasm,1,0,0,0,0,1,0,0
spasmodic,1,0,0,0,0,0,0,0
spat,0,0,0,0,0,1,0,0
spatial,1,0,0,0,0,1,0,0
spatter,0,1,0,0,0,0,0,0
spawn,1,0,0,0,0,0,0,1
spawned,0,0,1,0,0,0,0,0
spazz,0,0,1,0,0,0,0,0
speak,5,1,3,0,0,3,0,5
speaker,2,1,1,0,0,1,0,0
speaking,2,1,3,0,2,2,0,1
speaks,2,1,2,0,0,1,0,0
spear,1,0,0,0,0,1,0,0
speciai,0,0,0,0,0,0,0,1
special,1,1,1,0,0,2,2,3
specialist,1,0,0,0,0,0,0,0
specially,1,0,1,0,0,0,0,0
specie,1,0,1,0,0,1,0,0
species,0,0,5,0,0,0,0,0
specific,0,1,1,0,0,0,0,1
specifically,0,1,2,0,0,0,0,0
specified,1,0,1,0,0,0,0,0
specimen,1,0,1,0,0,0,0,0
speck,1,0,0,0,0,0,0,0
speckle,0,0,1,0,0,0,0,0
speckled,0,0,0,0,0,1,0,0
spectacle,1,0,0,0,0,1,0,0
spectacular,0,0,1,0,0,0,0,0
spectator,1,0,1,0,0,0,0,0
spectatresses,1,0,0,0,0,0,0,0
spector,0,0,2,0,0,0,0,0
spectral,1,0,1,0,0,1,0,1
spectrelike,0,0,0,0,0,1,0,0
spectrum,1,0,2,0,0,0,0,0
speculation,0,0,0,0,0,1,0,0
speculative,0,0,1,0,0,0,0,0
sped,0,0,0,0,0,1,0,0
speech,2,0,2,0,0,2,0,1
speechless,1,0,0,0,0,0,0,0
speed,2,1,2,0,0,2,2,2
speedily,1,0,0,0,0,0,0,0
speeding,1,0,2,0,0,1,0,0
speedy,1,0,0,0,0,0,0,0
spell,1,0,2,0,3,4,0,2
spelt,0,0,0,0,0,1,0,0
spelunking,0,0,1,0,0,0,0,0
spencer,0,0,1,0,0,0,0,0
spend,3,1,1,0,1,4,1,1
spendin,0,0,1,0,0,0,0,0
spending,1,1,1,0,0,0,0,1
spends,1,0,1,0,0,0,0,0
spengler,0,0,1,0,0,0,0,0
spengman,0,0,1,0,0,0,0,0
spengs,0,0,1,0,0,0,0,0
spengy,0,0,1,0,0,0,0,0
spent,1,1,0,0,1,6,1,1
sphere,1,0,1,0,0,0,0,1
sphinx,1,0,0,0,0,0,0,0
spice,0,0,1,0,1,0,0,0
spider,0,0,2,1,0,1,0,0
spiderman,0,0,1,0,0,0,0,0
spied,0,0,0,0,0,1,0,0
spiffy,0,0,1,0,0,0,0,0
spiiff,0,0,0,0,0,0,0,1
spiit,0,0,0,0,0,0,0,1
spike,0,0,1,0,0,0,0,0
spill,0,1,3,0,0,3,0,0
spilled,1,0,1,0,0,0,0,0
spillin,0,0,0,0,0,0,0,1
spilling,0,0,1,0,0,0,0,0
spillover,0,1,0,0,0,0,0,0
spin,1,1,3,0,0,5,1,2
spinal,0,0,0,0,1,0,0,0
spindle,1,0,0,0,0,0,0,0
spine,0,0,0,0,0,3,1,0
spinet,1,0,0,0,0,0,0,0
spinking,0,0,1,0,0,0,0,0
spinning,1,0,1,0,0,2,1,2
spiral,1,0,2,0,0,0,0,0
spire,0,0,0,0,0,0,1,0
spirit,4,1,4,0,0,5,2,2
spirited,1,0,0,0,0,0,0,0
spirits,0,0,1,0,0,0,0,0
spirituaiity,0,0,0,0,0,0,0,1
spiritual,0,0,1,0,0,1,0,0
spiritualheroic,0,0,0,0,0,1,0,0
spiritually,0,0,1,0,0,0,0,0
spit,1,1,2,0,0,3,1,1
spite,2,0,0,0,0,1,0,1
spiteful,2,0,0,0,0,0,0,0
spitting,0,0,0,0,0,1,0,1
spittle,0,0,0,0,0,1,0,0
spivey,0,0,1,0,0,0,0,0
splash,1,0,1,0,0,1,0,1
splashed,0,0,0,0,0,1,0,0
splatter,0,0,1,0,0,0,0,0
splayed,0,1,0,0,0,0,0,0
spleen,1,0,0,0,0,0,0,0
splendid,1,0,0,0,0,1,0,0
splendor,0,0,0,0,0,1,0,0
splendour,1,0,0,0,0,1,0,0
splinter,0,0,0,0,0,0,0,1
split,0,1,0,0,1,1,3,0
splithoff,0,0,1,0,0,0,0,0
splitting,0,1,0,0,0,0,0,0
spoii,0,0,0,0,0,0,0,1
spoil,1,0,0,0,0,0,0,0
spoiled,1,0,0,0,0,0,0,0
spoiling,1,0,0,0,0,0,0,0
spoke,1,0,0,0,2,3,2,3
spoken,1,0,1,0,1,4,0,3
sponge,1,0,0,0,0,0,0,0
sponging,0,1,0,0,0,0,0,0
sponsor,1,0,0,0,0,0,0,0
spontaneous,1,0,0,0,0,0,0,0
spontaneously,1,0,0,0,0,0,0,0
spook,0,0,1,0,0,0,0,0
spooked,0,0,1,0,0,0,0,0
spooky,0,0,0,0,0,0,1,0
spool,0,0,0,0,0,1,0,0
spoon,0,0,2,0,1,0,1,0
spoonman,0,0,0,0,0,0,0,1
sport,1,0,2,0,0,0,0,0
sporting,1,0,0,0,0,0,0,0
sports,1,0,0,0,0,0,0,0
spot,2,1,2,0,0,1,0,0
spotlight,0,0,1,0,0,2,0,1
spottum,0,0,0,0,0,1,0,0
spouse,0,0,0,0,0,1,0,0
spout,0,0,1,0,0,1,0,0
sprang,1,0,1,0,0,1,0,0
sprawl,0,1,0,0,0,0,0,0
sprawled,0,0,1,0,0,0,0,0
sprawling,1,0,0,0,0,0,0,0
spray,1,1,1,0,0,1,0,0
spraying,0,0,1,0,0,0,0,0
spraypaint,0,0,0,0,0,0,0,1
spread,2,0,2,0,0,4,1,2
spreadin,0,0,0,0,0,1,0,0
spreading,2,0,1,0,1,1,0,0
spree,2,0,0,0,0,0,0,0
sprightly,1,0,0,0,0,0,0,0
spring,2,1,2,0,0,4,0,2
springfield,0,0,1,0,0,0,0,0
springing,1,0,1,0,0,0,0,0
springsteen,0,0,2,0,0,0,0,0
sprinkled,1,0,0,0,0,0,0,0
sprint,0,0,1,0,0,0,0,0
sprinting,0,1,0,0,0,0,0,0
sprout,1,0,0,0,0,0,0,0
sprung,1,0,0,0,0,1,0,0
spudlike,0,0,1,0,0,0,0,0
spun,1,0,0,0,0,1,0,0
spur,1,0,0,0,0,0,0,0
spurious,1,0,0,0,0,0,0,0
spurn,0,0,0,0,0,1,0,0
spurned,0,0,0,0,0,1,0,0
spurning,0,0,0,0,0,1,0,0
spurred,0,0,0,0,0,1,0,0
spy,1,0,0,0,0,0,0,1
spying,1,0,0,0,0,0,0,0
squabbling,0,0,1,0,0,0,0,0
squad,0,0,1,0,0,0,0,0
squadron,2,0,1,0,0,0,0,0
squalor,0,0,0,0,0,1,0,0
squandering,1,0,0,0,0,0,0,0
square,2,1,3,1,1,2,2,1
squarely,0,0,0,0,0,1,0,0
squash,0,0,1,0,0,0,0,0
squashed,1,0,0,0,0,0,0,0
squat,0,0,0,0,0,1,0,0
squeak,0,0,0,0,0,1,0,0
squeaking,1,0,0,0,0,0,0,0
squeakpivot,0,0,1,0,0,0,0,0
squeaky,0,0,1,0,0,0,0,0
squeal,0,0,0,0,0,1,1,0
squealing,0,0,0,0,0,0,0,1
squeeze,1,0,2,0,0,1,1,0
squeezed,1,0,0,0,0,1,0,0
squeezing,1,0,1,0,0,0,0,0
squid,0,0,1,0,0,0,0,0
squint,0,0,1,0,0,0,0,0
squire,0,0,0,0,0,1,0,0
squirmin,0,0,0,0,0,1,0,0
squirming,0,0,0,0,1,0,0,0
squirt,0,0,1,0,0,0,0,0
sr3mm,0,0,1,0,0,0,0,0
sremmurd,0,0,1,0,0,0,0,0
ssn,0,0,1,0,0,0,0,0
sssay,0,0,0,0,1,0,0,0
sssensation,0,0,0,0,1,0,0,0
st,0,1,3,0,1,0,1,0
stab,0,0,1,0,0,1,1,0
stabbed,0,0,2,0,1,0,0,0
stabber,0,0,2,0,0,0,0,0
stabbing,0,0,0,0,0,1,0,0
stability,1,0,0,0,0,0,0,0
stabilize,0,0,1,0,0,0,0,0
stable,1,0,1,0,0,0,0,0
stableboy,1,0,0,0,0,0,0,0
stack,0,1,2,0,0,1,0,0
stacked,0,1,0,0,0,0,0,0
stadium,0,0,0,0,1,0,0,0
staff,1,0,1,0,0,1,0,1
stage,1,1,1,0,0,4,1,1
staged,1,0,0,0,0,0,0,0
stagehand,1,0,0,0,0,0,0,0
stagger,0,0,1,0,0,0,0,0
staggered,0,0,0,0,0,1,0,0
staggering,1,0,0,0,1,0,0,0
stain,2,0,0,0,0,1,1,1
stained,1,1,1,0,0,0,0,0
stainless,1,0,0,0,0,0,0,0
stair,1,1,2,0,0,1,0,2
staircase,2,1,1,0,0,2,0,0
stairway,0,0,0,0,0,1,0,1
stake,1,0,1,0,0,0,2,0
stale,1,0,0,0,0,0,0,0
stalk,0,0,1,0,0,0,0,0
stalking,0,0,0,0,0,0,0,1
stall,1,0,0,0,0,1,0,2
stalley,0,0,1,0,0,0,0,0
stalone,0,0,1,0,0,0,0,0
stalwart,1,0,0,0,0,0,0,0
stammered,1,0,0,0,0,0,0,0
stammering,1,0,0,0,0,1,0,0
stamp,1,0,0,0,0,0,0,1
stamped,1,0,0,0,0,0,0,0
stamping,0,0,0,0,0,1,0,0
stan,0,0,1,0,0,0,0,0
stance,0,1,0,0,0,0,0,0
stanch,1,0,0,0,0,0,0,0
stand,6,1,6,0,7,15,6,4
standard,1,0,2,0,0,0,0,0
standin,1,0,0,0,0,0,1,0
standing,3,1,3,0,5,9,5,3
standoff,0,0,1,0,0,0,0,0
standpoint,0,0,1,0,0,0,0,0
standstill,0,0,1,0,0,0,0,0
standup,0,0,1,0,0,0,0,0
stank,0,0,0,0,1,0,0,0
stankonia,0,0,1,0,0,0,0,0
stantz,0,0,1,0,0,0,0,0
stantzs,0,0,1,0,0,0,0,0
stanza,0,0,0,0,0,1,0,0
staple,0,0,1,0,0,0,0,0
star,5,2,5,0,5,9,1,6
starbucks,0,1,0,0,0,0,0,0
stardom,0,0,0,0,0,1,0,0
stardust,0,0,2,0,0,0,0,0
stare,2,1,2,0,1,2,0,3
stared,1,0,0,0,1,2,1,0
starfire,0,0,1,0,0,0,0,0
starin,0,0,1,0,0,0,0,0
staring,1,0,1,0,0,2,1,2
stark,1,0,0,0,0,1,0,0
starless,0,0,0,0,0,1,0,0
starlet,0,0,0,0,0,0,0,1
starlight,1,0,0,0,0,0,0,0
starling,0,0,0,0,1,0,0,0
starman,0,0,1,0,0,0,0,0
starr,0,0,1,0,0,0,0,0
starred,1,0,0,0,0,0,0,0
starring,0,1,0,0,0,0,0,0
starry,1,0,0,0,0,0,0,0
starsky,0,0,1,0,0,0,0,0
start,6,1,3,0,4,11,8,5
started,5,1,2,0,1,7,0,2
starter,0,0,1,0,0,0,1,0
startin,0,0,1,0,0,0,0,0
starting,2,1,3,0,1,3,1,1
startingpoint,1,0,0,0,0,0,0,0
startle,1,1,0,0,0,0,0,0
startled,1,1,2,0,0,0,0,0
startling,1,0,0,0,0,0,0,0
starved,0,1,0,0,0,1,0,0
starvin,0,0,1,0,0,0,0,0
starving,0,0,0,0,0,1,1,0
stash,0,0,0,0,0,1,0,0
stasis,0,0,0,0,0,1,0,0
state,2,1,4,0,0,6,0,2
stated,1,0,1,0,0,0,0,0
stately,1,1,0,0,0,2,0,0
statement,1,0,1,0,0,1,0,0
statesman,1,0,0,0,0,0,0,0
static,0,0,0,0,0,2,0,1
station,2,0,4,0,3,2,1,1
stationary,0,0,1,0,0,0,0,0
stationed,1,0,0,0,0,0,0,0
statue,1,1,1,0,2,1,0,0
statuette,1,0,0,0,0,0,0,0
stature,1,0,0,0,0,1,0,0
status,0,0,1,0,0,0,0,1
stave,0,0,0,0,0,2,0,0
stay,7,1,3,0,8,16,8,7
stayed,1,0,1,0,0,0,0,0
stayin,0,0,1,0,0,0,0,0
staying,1,0,0,0,0,1,0,1
stayyeah,0,0,0,0,0,1,0,0
stead,1,0,0,0,0,1,0,0
steadfast,0,0,0,0,0,1,0,0
steadily,1,0,0,0,0,0,0,0
steady,2,1,2,0,0,2,0,0
steak,1,0,0,0,0,0,0,0
steal,1,0,0,0,2,5,3,5
stealin,2,0,0,0,0,0,1,0
stealing,1,0,0,0,0,1,0,1
stealthily,0,1,0,0,0,0,0,0
steam,1,1,1,0,0,2,1,1
steamin,0,0,0,0,0,1,0,0
steed,1,0,0,0,0,0,0,0
steel,0,0,2,0,0,5,1,0
steele,0,0,1,0,0,0,0,0
steely,0,0,1,0,0,1,0,0
steep,1,0,0,0,0,0,0,0
steeped,1,0,0,0,0,0,0,0
steeping,1,0,0,0,0,0,0,0
steeple,0,0,0,0,1,0,0,1
steer,1,0,0,0,0,0,0,1
steered,0,0,0,0,0,1,0,0
steering,1,0,2,0,0,0,2,0
steffany,0,0,1,0,0,0,0,0
stefflon,0,0,1,0,0,0,0,0
stefie,0,0,0,0,0,0,0,1
steinfeld,0,0,1,0,0,0,0,0
stem,1,0,1,0,0,0,0,0
stench,0,0,0,0,0,0,0,1
